,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep1_M50,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep2_M51,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep3_M52,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep4_M53,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep5_M54,Mmus_C57.6J_BRN_HLLC_IR_1mon_Rep6_M55,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep1_M62,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep2_M63,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep3_M64,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep4_M65,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep5_M66,Mmus_C57.6J_BRN_HLLC_IRC_1mon_Rep6_M67
ENSMUSG00000029526,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000029528,164,199,244,235,245,157,170,178,189,176,251,257
ENSMUSG00000029530,7,1,9,2,6,8,0,0,3,3,3,4
ENSMUSG00000029534,142,155,171,155,201,157,157,162,131,183,270,193
ENSMUSG00000029535,78,66,78,63,83,76,71,50,63,52,86,110
ENSMUSG00000029536,575,461,480,427,477,519,335,377,440,453,638,530
ENSMUSG00000029538,161,104,130,131,149,126,111,98,96,100,165,154
ENSMUSG00000029541,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029544,625,1167,521,1171,854,873,484,327,295,483,1119,756
ENSMUSG00000029545,54,49,87,52,51,45,37,44,34,52,59,48
ENSMUSG00000029546,0,6,76,0,24,0,4,20,76,29,11,35
ENSMUSG00000029547,1529,1136,1052,1005,1022,1366,744,774,734,848,1118,1410
ENSMUSG00000029550,621,518,440,394,413,641,314,301,355,364,434,656
ENSMUSG00000029551,85,80,92,71,96,69,65,78,90,80,101,88
ENSMUSG00000029552,20,16,39,27,18,11,17,29,11,10,30,28
ENSMUSG00000029553,0,0,0,0,0,0,1,0,0,0,2,1
ENSMUSG00000029554,210,159,182,133,218,174,158,130,146,188,174,205
ENSMUSG00000029556,0,0,0,0,0,0,2,0,0,0,2,0
ENSMUSG00000029557,82,49,91,57,51,69,64,52,59,67,98,78
ENSMUSG00000029559,1457,1113,1237,1001,1237,1339,841,907,819,949,1343,1393
ENSMUSG00000029560,99,79,133,74,142,90,88,86,154,110,67,126
ENSMUSG00000029561,60,33,107,35,87,52,53,51,79,81,52,132
ENSMUSG00000029563,156,330,224,212,507,198,464,605,588,480,272,365
ENSMUSG00000029564,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000029569,158,109,149,129,124,147,165,109,109,133,183,197
ENSMUSG00000029570,92,105,149,99,154,93,111,122,166,163,181,212
ENSMUSG00000029571,2922,2501,2884,2060,2412,2836,1971,2154,1901,2068,2773,3157
ENSMUSG00000029575,518,361,334,257,266,462,283,282,306,263,329,364
ENSMUSG00000029576,141,81,89,56,71,93,55,94,97,54,83,130
ENSMUSG00000029577,1435,1185,942,1341,1070,1319,981,736,620,936,1411,1305
ENSMUSG00000029578,1552,1255,1320,1218,1303,1445,941,1003,1080,1145,1485,1533
ENSMUSG00000029580,18078,16913,15843,16139,16490,18654,11517,11537,9215,12244,17552,20868
ENSMUSG00000029581,2551,2498,1587,1778,2012,2249,1415,1050,1089,1343,2035,2327
ENSMUSG00000029586,0,0,0,0,0,0,0,1,0,0,2,0
ENSMUSG00000029587,316,268,290,258,280,326,190,186,204,205,344,357
ENSMUSG00000029591,16,14,9,8,6,8,9,14,15,5,8,20
ENSMUSG00000029592,487,432,493,412,390,426,322,309,420,398,429,500
ENSMUSG00000029594,147,148,111,104,126,144,79,78,85,104,143,146
ENSMUSG00000029595,1,3,59,1,31,0,12,43,104,36,16,49
ENSMUSG00000029596,19,13,51,20,45,21,40,31,19,50,23,29
ENSMUSG00000029597,3,0,0,5,0,5,3,8,9,6,0,3
ENSMUSG00000029598,748,646,740,661,728,741,441,397,579,579,906,853
ENSMUSG00000029599,543,418,335,333,389,461,292,249,245,256,408,469
ENSMUSG00000029600,126,122,140,131,143,131,101,100,120,140,166,138
ENSMUSG00000029601,14,8,13,3,6,5,11,4,9,11,14,4
ENSMUSG00000029602,1228,760,586,446,401,1001,276,225,152,335,649,687
ENSMUSG00000029603,1618,1077,1349,992,1220,1371,861,942,1190,1207,1304,1568
ENSMUSG00000029605,0,1,3,1,2,1,6,1,0,0,1,0
ENSMUSG00000029607,3,0,0,0,1,0,0,1,0,0,0,1
ENSMUSG00000029608,4176,5255,4126,7140,6408,4777,4648,3262,4910,5430,7519,6068
ENSMUSG00000029610,183,162,216,155,220,193,136,134,186,171,189,190
ENSMUSG00000029613,870,778,730,661,799,834,531,529,506,609,739,978
ENSMUSG00000029614,1525,1262,1743,1573,1753,1406,1372,1649,1563,1530,1915,1692
ENSMUSG00000029616,350,251,304,216,323,239,218,261,302,234,323,348
ENSMUSG00000029617,190,179,200,206,207,193,153,148,133,163,234,220
ENSMUSG00000029618,0,1,1,1,0,2,0,1,0,0,1,0
ENSMUSG00000029620,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000029621,1132,1082,1118,1010,1127,1216,885,1035,784,865,1402,1266
ENSMUSG00000029622,155,158,248,198,219,121,171,162,170,190,208,238
ENSMUSG00000029623,1727,1305,1482,1385,1488,1724,976,994,920,1219,1799,1696
ENSMUSG00000029624,216,198,210,180,168,187,174,154,130,188,214,243
ENSMUSG00000029625,87,96,66,91,115,87,78,65,79,77,135,85
ENSMUSG00000029627,88,59,81,61,75,81,43,52,44,64,73,106
ENSMUSG00000029629,916,693,824,620,822,844,606,610,718,711,905,898
ENSMUSG00000029630,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029632,847,873,1047,1053,1152,842,1004,946,978,1129,1602,1204
ENSMUSG00000029633,2,5,6,0,0,2,9,0,6,2,2,6
ENSMUSG00000029634,809,624,570,554,687,698,485,484,518,525,686,754
ENSMUSG00000029635,419,367,464,359,465,420,353,467,334,389,628,381
ENSMUSG00000029636,2836,2348,2638,2752,2727,2727,2236,2518,2371,2585,3088,3303
ENSMUSG00000029638,633,805,682,898,845,683,617,722,546,743,1013,762
ENSMUSG00000029640,1050,857,668,828,813,962,659,494,530,627,854,834
ENSMUSG00000029641,20,26,21,42,31,17,31,10,22,44,42,29
ENSMUSG00000029642,490,482,498,398,359,389,382,422,386,413,521,456
ENSMUSG00000029644,0,0,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000029646,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029647,647,543,512,554,578,644,364,406,381,435,710,637
ENSMUSG00000029648,1249,1154,2011,1441,1739,1599,1401,1190,1588,1469,1840,1709
ENSMUSG00000029649,800,798,858,850,808,756,734,627,742,844,989,857
ENSMUSG00000029650,42,43,58,25,42,43,42,46,55,41,57,53
ENSMUSG00000029651,770,677,617,731,789,853,477,499,500,671,1002,987
ENSMUSG00000029655,579,532,670,621,660,592,510,574,480,586,844,713
ENSMUSG00000029656,1,2,0,2,0,0,0,0,0,2,1,0
ENSMUSG00000029657,4172,3559,3067,2618,3640,3936,2251,2147,2619,2552,3310,4255
ENSMUSG00000029658,2,5,3,3,6,1,3,2,6,5,0,3
ENSMUSG00000029659,89,198,187,247,322,154,303,67,239,237,235,156
ENSMUSG00000029660,6,0,5,3,1,1,4,3,3,3,1,3
ENSMUSG00000029661,189,163,305,80,114,149,110,90,141,147,86,294
ENSMUSG00000029663,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029664,0,0,0,0,0,0,0,3,0,1,5,0
ENSMUSG00000029669,126,125,179,149,179,139,168,182,180,178,223,192
ENSMUSG00000029670,199,170,232,196,227,230,157,178,170,210,218,244
ENSMUSG00000029671,9,3,18,5,6,7,3,7,5,10,9,5
ENSMUSG00000029672,1192,1064,946,748,973,1043,635,669,690,803,1021,1151
ENSMUSG00000029673,3823,2685,2618,2567,2309,2938,2260,1859,1396,2107,2825,2911
ENSMUSG00000029674,559,487,847,539,718,551,469,434,811,745,720,1013
ENSMUSG00000029675,72,57,95,36,39,51,42,49,67,56,57,87
ENSMUSG00000029676,172,146,161,169,172,173,118,157,123,161,226,240
ENSMUSG00000029678,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029679,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029680,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029681,414,370,413,412,426,412,332,370,360,349,484,498
ENSMUSG00000029682,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000029683,0,0,0,3,1,0,0,0,3,5,0,1
ENSMUSG00000029684,3000,2324,2032,1999,2124,3134,1397,1186,1386,1624,2576,2897
ENSMUSG00000029685,0,1,3,0,0,1,0,1,1,0,5,1
ENSMUSG00000029686,1582,1263,1449,1052,1308,1529,992,1042,1124,1137,1398,1680
ENSMUSG00000029687,65,82,111,126,150,94,98,181,104,145,169,108
ENSMUSG00000029695,61,54,57,67,57,55,64,41,64,62,78,54
ENSMUSG00000029697,2,7,0,0,1,0,1,26,27,0,0,0
ENSMUSG00000029699,10,7,2,6,4,16,7,3,5,12,14,9
ENSMUSG00000029700,1,7,1,2,1,1,2,1,2,0,6,0
ENSMUSG00000029701,500,367,343,275,326,380,246,296,257,299,343,487
ENSMUSG00000029703,75,77,67,47,63,71,68,53,53,63,70,96
ENSMUSG00000029705,1613,2031,1185,2096,1727,2045,1553,1555,1382,1328,2050,1798
ENSMUSG00000029706,0,0,1,0,0,0,1,0,0,0,0,0
ENSMUSG00000029707,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000029708,442,348,435,328,404,412,275,222,266,334,427,458
ENSMUSG00000029710,68,64,121,82,82,90,53,77,64,66,90,98
ENSMUSG00000029711,0,0,0,0,0,0,0,0,0,5,1,0
ENSMUSG00000029712,981,636,588,516,606,789,376,442,253,456,711,785
ENSMUSG00000029713,1986,1754,1345,1301,1443,1669,1046,1296,1027,1155,1536,1688
ENSMUSG00000029714,590,438,455,460,478,518,389,392,383,459,569,502
ENSMUSG00000029715,145,136,130,111,135,127,89,88,103,86,110,134
ENSMUSG00000029716,69,21,48,32,19,41,39,17,28,35,42,44
ENSMUSG00000029718,68,88,122,34,50,65,56,30,59,47,30,111
ENSMUSG00000029720,0,0,106,0,0,51,96,12,0,0,77,0
ENSMUSG00000029722,445,354,319,312,334,429,269,261,196,218,288,450
ENSMUSG00000029723,377,400,522,496,503,301,465,444,514,555,458,509
ENSMUSG00000029725,73,46,56,72,84,36,62,72,62,83,69,69
ENSMUSG00000029726,553,477,444,416,480,506,312,321,377,356,431,521
ENSMUSG00000029727,2,1,6,4,3,0,7,4,1,2,2,4
ENSMUSG00000029729,1605,1231,1368,1080,1314,1527,888,928,1000,1019,1435,1627
ENSMUSG00000029730,96,110,93,81,120,83,88,79,83,95,125,126
ENSMUSG00000029735,11,20,29,21,17,17,18,12,29,17,26,27
ENSMUSG00000029736,0,0,0,0,1,0,1,0,0,0,0,0
ENSMUSG00000029752,981,759,811,599,854,955,607,580,619,560,841,1100
ENSMUSG00000029754,77,57,35,31,21,62,59,176,36,22,44,35
ENSMUSG00000029755,81,77,32,41,34,64,47,167,22,21,24,45
ENSMUSG00000029757,1664,1107,1336,936,1230,1721,830,687,849,1027,1283,1884
ENSMUSG00000029759,27,47,45,27,38,30,48,45,38,33,46,42
ENSMUSG00000029761,646,568,979,587,701,551,520,493,732,656,736,895
ENSMUSG00000029762,13,9,7,7,14,6,9,10,11,6,8,9
ENSMUSG00000029763,1310,999,1016,911,1027,1214,763,851,799,833,1164,1204
ENSMUSG00000029765,3002,2514,2376,2714,2425,2969,1616,1524,1386,2098,2638,3295
ENSMUSG00000029766,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029767,914,691,876,666,815,862,571,618,668,726,834,924
ENSMUSG00000029769,1123,725,834,952,1432,1085,1172,384,1346,1312,908,1060
ENSMUSG00000029771,48,32,36,37,37,23,26,34,27,22,34,29
ENSMUSG00000029772,2215,2095,2573,2205,2633,2198,1933,1776,2144,2262,2763,3097
ENSMUSG00000029775,1044,836,938,824,869,970,622,692,822,696,1027,1197
ENSMUSG00000029776,369,360,512,382,465,318,427,489,460,416,487,522
ENSMUSG00000029777,1137,1028,1123,811,1037,1183,752,613,820,805,1032,1388
ENSMUSG00000029778,1953,1329,1725,1128,1406,1807,1245,1369,1778,1495,1468,2127
ENSMUSG00000029780,292,261,312,310,260,287,230,235,242,276,474,331
ENSMUSG00000029781,414,344,403,368,360,350,342,315,304,299,421,438
ENSMUSG00000029782,356,319,365,247,266,377,220,254,279,198,327,374
ENSMUSG00000029784,2,0,1,1,0,0,0,1,1,1,1,3
ENSMUSG00000029787,942,662,859,675,851,867,620,734,735,660,967,1028
ENSMUSG00000029788,0,0,0,1,1,0,0,1,0,0,1,0
ENSMUSG00000029790,103,90,100,44,63,69,44,64,55,47,70,102
ENSMUSG00000029797,4,7,8,10,80,1,19,12,6,10,10,8
ENSMUSG00000029798,98,153,111,160,210,177,118,76,101,113,294,148
ENSMUSG00000029802,178,152,232,174,170,167,132,147,146,141,205,260
ENSMUSG00000029804,1646,1455,987,1392,1364,1724,881,625,744,1008,1651,1601
ENSMUSG00000029810,362,271,427,286,326,281,288,375,398,281,413,382
ENSMUSG00000029811,0,0,2,0,0,0,1,0,1,0,3,0
ENSMUSG00000029813,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029814,0,4,0,1,1,1,0,1,0,0,5,0
ENSMUSG00000029815,205,200,256,220,266,193,225,201,199,264,312,200
ENSMUSG00000029816,66,33,76,36,50,56,46,33,21,21,44,78
ENSMUSG00000029817,569,490,816,599,680,593,423,641,493,632,1008,767
ENSMUSG00000029819,547,646,251,499,462,450,279,442,66,218,672,345
ENSMUSG00000029821,80,75,61,48,79,66,63,85,64,58,103,76
ENSMUSG00000029822,200,302,146,320,451,332,232,126,192,264,594,298
ENSMUSG00000029823,1416,1184,1649,1441,1698,1315,1251,1289,1428,1430,1926,1442
ENSMUSG00000029826,176,126,300,179,216,160,169,149,249,147,188,249
ENSMUSG00000029828,5,7,11,5,8,13,10,5,24,9,8,8
ENSMUSG00000029829,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000029830,3,1,0,0,0,0,1,0,0,0,2,0
ENSMUSG00000029831,1,2,0,0,0,0,0,0,20,0,0,1
ENSMUSG00000029832,49,36,67,68,65,38,84,29,92,103,61,67
ENSMUSG00000029833,565,453,511,410,483,509,395,493,420,517,511,553
ENSMUSG00000029836,728,647,704,544,682,789,518,521,576,607,729,734
ENSMUSG00000029837,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029838,4000,3015,3238,3192,3130,3764,2881,3095,2077,2775,3970,3683
ENSMUSG00000029840,5628,4929,4041,4002,4021,5736,3432,3318,2262,2988,5668,4904
ENSMUSG00000029843,317,214,308,62,46,274,117,71,84,93,75,260
ENSMUSG00000029844,0,0,1,0,0,0,0,6,1,4,0,0
ENSMUSG00000029847,3,3,3,0,2,7,5,1,4,3,3,1
ENSMUSG00000029848,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029851,7,5,4,1,8,6,10,9,10,5,12,16
ENSMUSG00000029859,0,2,1,2,4,4,1,4,7,8,1,6
ENSMUSG00000029860,623,588,722,635,666,716,502,305,570,615,760,701
ENSMUSG00000029861,1462,1362,1040,1391,1212,1506,915,749,655,931,1488,1348
ENSMUSG00000029862,8,7,13,6,15,4,5,15,8,8,16,10
ENSMUSG00000029863,104,84,93,89,87,91,80,84,75,67,122,105
ENSMUSG00000029864,64,79,134,100,140,86,79,118,132,117,132,106
ENSMUSG00000029865,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029866,0,0,1,0,0,0,5,0,0,0,1,0
ENSMUSG00000029867,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029868,11,1,9,7,8,17,7,2,2,7,14,13
ENSMUSG00000029869,569,656,367,676,589,771,264,245,259,432,849,661
ENSMUSG00000029875,201,198,293,206,307,224,183,151,315,273,269,353
ENSMUSG00000029878,3411,2074,1316,1155,1153,2632,972,975,539,797,1558,1558
ENSMUSG00000029882,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000029883,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029885,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029909,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029910,75,74,92,74,97,93,72,75,97,63,116,94
ENSMUSG00000029911,128,131,208,143,155,142,150,180,160,159,226,135
ENSMUSG00000029913,39,87,168,118,158,66,110,116,120,183,162,158
ENSMUSG00000029915,26,27,54,31,29,19,40,33,14,21,32,20
ENSMUSG00000029916,257,213,201,183,195,254,160,186,154,200,255,262
ENSMUSG00000029917,12,5,11,5,3,6,4,25,10,1,3,6
ENSMUSG00000029918,428,389,463,459,483,346,412,505,403,433,607,470
ENSMUSG00000029919,67,55,76,53,59,52,77,77,24,50,59,52
ENSMUSG00000029920,391,321,343,290,362,375,224,288,274,326,440,449
ENSMUSG00000029922,966,902,853,807,943,919,644,595,592,719,914,1162
ENSMUSG00000029923,1,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000029924,533,434,393,400,378,521,292,261,273,322,440,544
ENSMUSG00000029925,24,13,27,45,28,20,20,20,20,17,18,21
ENSMUSG00000029992,1394,1091,1219,841,1136,1397,724,854,1045,871,1155,1578
ENSMUSG00000029993,414,371,388,306,353,378,287,310,282,375,399,470
ENSMUSG00000029994,32,37,73,39,27,33,16,27,38,35,46,45
ENSMUSG00000029998,1409,1027,1155,927,1088,1157,805,841,850,797,1063,1402
ENSMUSG00000029999,406,505,601,508,550,387,582,912,446,478,519,615
ENSMUSG00000030000,3997,3711,2653,3392,3087,3748,2226,2323,1645,2499,3693,3947
ENSMUSG00000030001,0,0,0,0,0,0,2,0,0,0,1,1
ENSMUSG00000030002,308,321,399,357,442,288,361,316,328,376,516,357
ENSMUSG00000030004,2,2,7,5,8,9,13,9,10,8,10,5
ENSMUSG00000030007,1043,838,997,782,1007,907,691,678,796,835,991,1155
ENSMUSG00000030008,79,91,72,94,105,119,58,108,51,66,131,82
ENSMUSG00000030016,2016,1785,2033,1622,2002,2139,1419,1550,1545,1677,2288,2215
ENSMUSG00000030017,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000030019,455,402,430,425,441,512,359,347,324,375,499,503
ENSMUSG00000030020,4932,4099,2918,4211,3556,4608,2750,2178,1590,2591,4597,4084
ENSMUSG00000030022,126,86,179,97,98,108,87,79,88,96,101,135
ENSMUSG00000030029,622,456,1053,313,701,371,658,558,1220,734,470,799
ENSMUSG00000030030,356,242,200,233,230,280,182,157,158,146,314,240
ENSMUSG00000030031,123,116,96,98,113,115,82,87,65,116,146,117
ENSMUSG00000030032,104,108,106,93,113,103,66,75,61,77,104,113
ENSMUSG00000030034,199,147,184,106,146,160,104,95,133,121,152,187
ENSMUSG00000030035,226,198,260,212,266,186,231,232,244,203,246,254
ENSMUSG00000030036,217,175,214,159,214,206,131,112,155,156,188,228
ENSMUSG00000030037,158,168,177,163,221,141,152,188,145,208,244,161
ENSMUSG00000030041,0,0,0,0,0,1,0,1,0,0,0,0
ENSMUSG00000030042,187,155,181,161,216,167,156,139,148,191,239,185
ENSMUSG00000030043,95,102,81,13,105,30,58,299,154,70,72,86
ENSMUSG00000030045,328,260,275,286,341,272,228,266,221,283,315,316
ENSMUSG00000030046,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030047,81,86,33,144,100,119,31,21,23,80,165,84
ENSMUSG00000030048,24,18,24,14,27,12,26,27,20,29,28,14
ENSMUSG00000030049,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030050,0,0,0,0,0,0,0,0,0,0,3,0
ENSMUSG00000030051,124,98,77,55,72,108,73,68,47,80,98,104
ENSMUSG00000030054,0,4,5,2,0,2,1,2,2,7,6,8
ENSMUSG00000030055,101,170,110,145,70,172,111,78,63,169,158,185
ENSMUSG00000030056,279,258,302,294,321,340,195,194,238,223,402,335
ENSMUSG00000030057,2214,1971,2400,2077,2369,2129,1850,2054,1762,2130,2730,2169
ENSMUSG00000030058,2905,2284,2302,1754,2180,2707,1485,1619,1819,1944,2190,3113
ENSMUSG00000030059,1234,1052,1334,1120,1368,1250,1073,896,1078,1189,1569,1304
ENSMUSG00000030060,100,63,64,42,73,77,43,70,52,49,88,79
ENSMUSG00000030061,790,777,1031,791,970,804,796,727,843,894,1261,1064
ENSMUSG00000030062,1221,941,1115,801,1046,1163,704,753,885,833,1079,1206
ENSMUSG00000030064,294,301,526,397,481,313,321,356,397,422,530,497
ENSMUSG00000030067,1742,2073,1060,1706,1559,2289,1350,2009,892,1013,2125,1632
ENSMUSG00000030068,10,10,8,22,27,8,12,25,17,7,19,18
ENSMUSG00000030069,4,4,7,0,1,5,0,13,2,1,1,4
ENSMUSG00000030074,47,34,47,19,14,39,20,33,19,25,23,53
ENSMUSG00000030075,454,297,287,323,337,484,223,275,239,230,446,417
ENSMUSG00000030077,5608,3002,3773,1938,2782,4810,1671,1708,2446,2153,3166,4886
ENSMUSG00000030079,359,260,309,268,288,300,204,169,168,227,293,348
ENSMUSG00000030082,458,400,407,436,440,453,302,287,312,294,505,584
ENSMUSG00000030083,195,174,129,144,154,149,129,116,134,118,175,167
ENSMUSG00000030084,2726,2114,2117,2032,2012,2501,1197,1002,1328,1626,2465,2228
ENSMUSG00000030086,398,309,328,297,346,358,230,266,231,292,420,371
ENSMUSG00000030087,285,203,312,275,320,273,196,189,244,250,294,387
ENSMUSG00000030088,487,599,532,661,625,480,511,553,610,667,722,697
ENSMUSG00000030089,38,33,31,27,42,38,32,21,90,39,24,31
ENSMUSG00000030091,368,266,242,215,240,300,158,164,195,183,255,366
ENSMUSG00000030092,204,175,200,168,231,212,165,226,248,224,235,288
ENSMUSG00000030093,166,116,118,72,122,123,125,105,129,123,120,154
ENSMUSG00000030094,203,199,212,158,163,200,138,160,174,175,211,188
ENSMUSG00000030095,412,251,278,247,226,293,155,172,216,228,272,366
ENSMUSG00000030096,2111,1661,1684,1412,1675,1913,1485,1455,1269,1255,1773,1945
ENSMUSG00000030098,178,172,216,148,260,163,173,141,288,219,233,273
ENSMUSG00000030101,293,272,293,232,248,309,212,232,251,218,275,286
ENSMUSG00000030102,8555,10700,4953,10933,9117,10474,7876,8975,3379,6669,14711,8244
ENSMUSG00000030103,975,1270,941,1352,1563,2029,664,439,597,1078,1925,1761
ENSMUSG00000030104,233,198,243,213,260,252,203,202,187,179,230,272
ENSMUSG00000030105,3162,2662,2558,2231,2693,3170,1859,1844,1794,2105,2892,3340
ENSMUSG00000030107,7,7,17,14,15,8,7,7,8,10,18,26
ENSMUSG00000030108,126,118,201,47,95,103,94,47,64,62,75,176
ENSMUSG00000030109,24,11,59,7,11,10,11,10,17,9,5,45
ENSMUSG00000030110,71,25,789,48,297,62,223,91,886,260,78,630
ENSMUSG00000030111,33,151,133,47,106,28,125,32,139,71,59,123
ENSMUSG00000030114,2,0,2,1,4,1,4,1,2,0,3,0
ENSMUSG00000030116,1,0,2,0,0,0,1,4,3,0,1,1
ENSMUSG00000030117,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000030120,4494,3660,3243,3470,3758,4170,2857,2304,2319,2974,4094,4045
ENSMUSG00000030122,6133,4343,3676,4203,4242,5152,3010,2582,2248,3343,4636,4855
ENSMUSG00000030123,2918,2005,800,998,812,2192,1018,1039,269,415,1162,1197
ENSMUSG00000030124,70,54,79,58,62,53,56,51,32,38,57,45
ENSMUSG00000030125,27,23,20,10,15,0,8,10,45,4,24,12
ENSMUSG00000030126,1173,1033,1079,925,1110,1057,760,808,763,891,1378,1339
ENSMUSG00000030127,1960,1679,1623,1496,1727,1789,1190,1226,1199,1362,1647,1904
ENSMUSG00000030131,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000030134,3997,2473,2038,2100,1687,3145,1602,1825,554,1245,2649,2320
ENSMUSG00000030137,69,150,144,122,109,122,50,37,42,77,122,124
ENSMUSG00000030138,567,464,560,438,593,566,337,384,365,449,619,672
ENSMUSG00000030142,0,0,4,0,0,0,0,0,0,0,0,0
ENSMUSG00000030143,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030144,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000030145,211,175,217,172,228,198,143,152,201,156,239,256
ENSMUSG00000030147,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000030148,7,8,4,3,6,4,5,11,2,3,0,1
ENSMUSG00000030149,0,0,1,0,1,0,1,1,0,0,2,2
ENSMUSG00000030154,0,2,0,0,0,0,0,1,3,0,1,0
ENSMUSG00000030155,0,0,0,3,0,0,0,0,1,0,0,3
ENSMUSG00000030156,0,0,0,0,0,0,0,0,0,0,2,0
ENSMUSG00000030157,32,23,71,52,58,46,61,78,61,86,64,80
ENSMUSG00000030158,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000030159,1,1,5,2,1,3,3,1,4,2,0,0
ENSMUSG00000030160,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030161,8447,6470,7197,5852,7166,7785,4929,5260,5279,5519,7452,8184
ENSMUSG00000030162,0,1,1,0,0,0,0,0,0,1,0,0
ENSMUSG00000030165,0,0,0,1,0,0,1,0,2,2,0,0
ENSMUSG00000030166,260,241,293,252,340,256,275,316,227,306,380,279
ENSMUSG00000030167,0,0,0,0,0,0,3,2,0,0,6,0
ENSMUSG00000030168,378,452,694,548,681,410,475,417,644,624,604,828
ENSMUSG00000030170,29,19,26,18,18,30,21,14,15,27,35,44
ENSMUSG00000030172,1512,1120,1068,1064,1131,1325,924,888,828,977,1282,1451
ENSMUSG00000030173,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030177,33,32,42,43,49,31,34,46,30,53,72,53
ENSMUSG00000030178,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030180,895,725,899,766,944,897,626,718,752,731,935,1111
ENSMUSG00000030187,4,1,13,2,1,2,5,4,4,0,10,5
ENSMUSG00000030188,18,16,23,25,14,16,14,24,23,26,35,36
ENSMUSG00000030189,219,245,274,280,353,264,205,158,199,298,391,352
ENSMUSG00000030194,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030196,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000030199,321,260,237,308,385,418,246,181,201,334,526,385
ENSMUSG00000030200,0,0,0,2,0,0,0,0,2,0,0,0
ENSMUSG00000030201,1254,1102,1153,1012,1146,1214,880,875,997,981,1414,1347
ENSMUSG00000030203,203,177,279,218,285,209,226,176,284,247,291,303
ENSMUSG00000030204,300,222,250,176,301,273,184,149,210,195,282,315
ENSMUSG00000030205,2,3,2,0,1,5,0,0,1,0,0,0
ENSMUSG00000030206,1,0,2,1,0,2,0,4,0,0,1,4
ENSMUSG00000030207,2351,2184,1758,1836,2127,2322,1314,1361,1260,1464,2167,2605
ENSMUSG00000030208,20,13,27,17,20,18,14,17,24,11,34,31
ENSMUSG00000030209,28109,18020,10500,13154,12274,23137,10178,6848,4288,9137,14579,15450
ENSMUSG00000030213,1832,1436,1360,1357,1534,1654,992,1175,1130,1263,1704,1742
ENSMUSG00000030214,1,0,7,7,1,7,4,3,1,3,0,5
ENSMUSG00000030216,1965,1248,1183,852,1097,1582,779,687,731,737,1121,1476
ENSMUSG00000030217,1,0,1,0,1,0,0,0,4,2,2,3
ENSMUSG00000030218,63,75,210,27,52,46,70,58,66,81,48,166
